Country,Year,Cannabis,Cocaine,Heroin,Opium
Turks and Caicos Islands,2004,37.168,0,0,0
Turks and Caicos Islands,2005,77.885,3.306,0,0
Turks and Caicos Islands,2006,68.7,0.07,0,0
United States Virgin Islands,1980,0,0,0,0
United States Virgin Islands,1981,0,0,0,0
United States Virgin Islands,1982,0,0,0,0
United States Virgin Islands,1983,0,0,0,0
United States Virgin Islands,1984,0,0,0,0
United States Virgin Islands,1985,0,0,0,0
United States Virgin Islands,1986,0,0,0,0
United States Virgin Islands,1987,0,0,0,0
United States Virgin Islands,1988,0,0,0,0
United States Virgin Islands,1989,0,0,0,0
United States Virgin Islands,1990,0,0,0,0
United States Virgin Islands,1991,0,0,0,0
United States Virgin Islands,1992,0,0,0,0
United States Virgin Islands,1993,0,0,0,0
United States Virgin Islands,1994,0,0,0,0
United States Virgin Islands,1995,0,0,0,0
United States Virgin Islands,1996,0,0,0,0
United States Virgin Islands,1997,0,0,0,0
United States Virgin Islands,1998,0,0,0,0
United States Virgin Islands,1999,48.123,432.016,0,0
United States Virgin Islands,2000,0,0,0,0
United States Virgin Islands,2001,0,0,0,0
United States Virgin Islands,2002,0,0,0,0
United States Virgin Islands,2003,0,0,0,0
United States Virgin Islands,2004,0,0,0,0
United States Virgin Islands,2005,0,0,0,0
United States Virgin Islands,2006,0,0,0,0
Belize,1980,2275,0,0,0
Belize,1981,20423,0,0,0
Belize,1982,32324,0.003,0,0
Belize,1983,15618.355,0,0,0
Belize,1984,11710.138,0,0,0
Belize,1985,60997,0,0,0
Belize,1986,0,0,0,0
Belize,1987,3910.771,5.067,0,0
Belize,1988,2895,8.36,0,0
Belize,1989,6080,1.556,0,0
Belize,1990,3216.35,920.385,0,0
Belize,1991,0,0,0,0
Belize,1992,0,0,0,0
Belize,1993,0,0,0,0
Belize,1994,196.525,142.594,0,0
Belize,1995,40,845,0,0
Belize,1996,184,720,0,0
Belize,1997,263,2691,0,0
Belize,1998,1557,1221,0,0
Belize,1999,392,38,0,0
Belize,2000,249,13,0,0
Belize,2001,269.909,3851.646,3.399,0
Belize,2002,392.468,7.549,0,0
Belize,2003,55,56.7,0,0
Belize,2004,46.891,733.723,0,0.323
Belize,2005,438.588,238.587,1.494,0
Belize,2006,684.952,82.785,0,0
Costa Rica,1980,103,0,0,0
Costa Rica,1981,123,0,0,0
Costa Rica,1982,0,0,0,0
Costa Rica,1983,98.874,0.047,0,0
Costa Rica,1984,0,0,0,0
Costa Rica,1985,0,0,0,0
Costa Rica,1986,0,0,0,0
Costa Rica,1987,0,0,0,0
Costa Rica,1988,38.226,77.522,0,0
Costa Rica,1989,0,0,0,0
Costa Rica,1990,0,5.989,0,0
Costa Rica,1991,165.919,733.28,0,0
Costa Rica,1992,56.809,2157.565,5.17,0
Costa Rica,1993,4361.066,455.477,0.845,0
Costa Rica,1994,107.761,1411.612,16.99,0
Costa Rica,1995,63.25,1171.723,9.73,0
Costa Rica,1996,387.053,1873.858,18,0
Costa Rica,1997,553.08,7857,25.53,0
Costa Rica,1998,469.34,7392.365,13.5,0
Costa Rica,1999,1693.55,1998.72,2.4,0
Costa Rica,2000,1140.65,5871,7.787,0
Costa Rica,2001,2887,1748.6,20.29,0
Costa Rica,2002,728.76,2955,61.77,0
Costa Rica,2003,1779.27,4291.85,121.3,0
Costa Rica,2004,2956.73,4590.38,68.05,0
Costa Rica,2005,1583.82,7029.069,50.646,0
Costa Rica,2006,2541.8,22890.6,83.91,0
El Salvador,1980,0,0,0,0
El Salvador,1981,0,0,0,0
El Salvador,1982,0,0,0,0
El Salvador,1983,0,0,0,0
El Salvador,1984,0,0,0,0
El Salvador,1985,0,0,0,0
El Salvador,1986,0,0,0,0
El Salvador,1987,0,0,0,0
El Salvador,1988,10.43,426.432,0,0
El Salvador,1989,47.842,12.07,0,0
El Salvador,1990,85,14,0,0
El Salvador,1991,0,0,0,0
El Salvador,1992,0,0,0,0
El Salvador,1993,0,8163.874,0,0
El Salvador,1994,0,0,0,0
El Salvador,1995,133,65,0,0
El Salvador,1996,650,99,0,0
El Salvador,1997,971.247,234.431,2.151,0
El Salvador,1998,291.202,45.256,0.697,0
El Salvador,1999,604.581,33.323,0.099,0
El Salvador,2000,455.7,431.7,6.9,0
El Salvador,2001,463.917,20.143,9.368,0
El Salvador,2002,666.059,2068.056,13.229,0
El Salvador,2003,637.4,2038.1,22.1,0
El Salvador,2004,448.884,2704.306,3.843,0
El Salvador,2005,479.622,32.727,24.381,0
El Salvador,2006,464.72,101.706,22.594,0
Guatemala,1980,0,0,0,0
Guatemala,1981,70,0.02,0,0
Guatemala,1982,1100,2.268,0,0
Guatemala,1983,0,5,0,0
Guatemala,1984,3000,6.919,0,0
Guatemala,1985,0,0,0,0
Guatemala,1986,7.711,45.715,0.1,0
Guatemala,1987,217.142,4.627,0,0
Guatemala,1988,0,0,0,0
Guatemala,1989,44201.297,3162.188,0,0
Guatemala,1990,0,3234,0,0
Guatemala,1991,1300,15400,0,0
Guatemala,1992,700,9500,0,0
Guatemala,1993,2100,7600,0,0
Guatemala,1994,1760,1900,0,0
Guatemala,1995,1011,956,0,0
Guatemala,1996,16388.295,3950.87,13.479,0
Guatemala,1997,256.222,5098.468,17.42,0
Guatemala,1998,193.97,9217.07,3.65,0
Guatemala,1999,814.212,9959,53,0
Guatemala,2000,158.45,1517.7,9.74,0
Guatemala,2001,584.55,4103.37,21.17,0
Guatemala,2002,1098.31,2927.46,0.05,0
Guatemala,2003,1853.173,9193.97,0.05,0
Guatemala,2004,0,4481,0,0
Guatemala,2005,47.605,5073.69,17.88,0
Guatemala,2006,344.679,280.4,0,4.86
Honduras,1980,171,0.015,0,0
Honduras,1981,222,0.014,0,0
Honduras,1982,19,38.67,0,0
Honduras,1983,20865,612,0,0
Honduras,1984,1068.228,1084,0,0
Honduras,1985,120,1.019,0,0
Honduras,1986,1108,849,0,0
Honduras,1987,188,0.003,0,0
Honduras,1988,130,1403,0.25,0
Honduras,1989,481.84,13,0,0
Honduras,1990,108.864,363.519,0,0
Honduras,1991,0,0,0,0
Honduras,1992,534,1500,0,0
Honduras,1993,0,48,0,0
Honduras,1994,399.048,930.035,4,0
Honduras,1995,489.65,408.854,0,0
Honduras,1996,472,3275,0,0
Honduras,1997,2.147,2187.694,0,0
Honduras,1998,1293,1804,0,0
Honduras,1999,1583,709,0,0
Honduras,2000,1112,1215,0,0
Honduras,2001,1231,717.1,0,0
Honduras,2002,416.705,79.023,0,0
Honduras,2003,1472.71,5649.133,13.25,0
Honduras,2004,1474.128,3934.75,10.38,0
Honduras,2005,878.25,472.709,2.5,0
Honduras,2006,227.096,2714.176,0,0
Nicaragua,1980,0,0,0,0
Nicaragua,1981,0,0,0,0
Nicaragua,1982,0,0,0,0
Nicaragua,1983,0,0,0,0
Nicaragua,1984,61.105,0,0,0
Nicaragua,1985,0,0,0,0
Nicaragua,1986,0,0,0,0
Nicaragua,1987,8.183,0.005,0,0
Nicaragua,1988,0,0,0,0
Nicaragua,1989,0,0,0,0
Nicaragua,1990,0,0,0,0
Nicaragua,1991,683,762,0,0
Nicaragua,1992,839,300,18,0
Nicaragua,1993,1035,458,0,0
Nicaragua,1994,401,1337.754,0,0
Nicaragua,1995,459.482,1506.889,1,0
Nicaragua,1996,853.961,398.797,1,0
Nicaragua,1997,285.198,2790.911,2,0
Nicaragua,1998,613.027,4752.389,0,0
Nicaragua,1999,754,833,2,0
Nicaragua,2000,737,961,2,0
Nicaragua,2001,586.56,2717.971,8.422,0
Nicaragua,2002,631.028,2207.409,53.189,0
Nicaragua,2003,381.1,1110.1,90.3,0
Nicaragua,2004,385.553,3703,53.8,0
Nicaragua,2005,530,6947,54.3,0
Nicaragua,2006,0,9720,23.39,0
Panama,1980,31271,54.17,0,0
Panama,1981,989,36.252,0,0
Panama,1982,1942,93.161,0,0
Panama,1983,402.269,57.827,0,0
Panama,1984,322639.219,33.543,0,0
Panama,1985,1074.106,106.271,0,0
Panama,1986,127.881,434.489,0,0
Panama,1987,167.04,1258.618,0,0
Panama,1988,74.15,1528.98,4.067,0
Panama,1989,1836.881,1969.977,0,0
Panama,1990,106.561,4001.578,0,0
Panama,1991,0,0,0,0
Panama,1992,8002.6,8799.2,8.5,0
Panama,1993,0,2870.114,7.681,0
Panama,1994,122.31,5175.37,2,0
Panama,1995,317.883,7227.592,29.613,5.73
Panama,1996,18126.55,8656.232,10.697,0
Panama,1997,14102.067,11322.853,33.307,0
Panama,1998,16536.006,11772.02,22.825,0
Panama,1999,3477.268,3119.911,46.456,0
Panama,2000,3657.498,7400.326,39.045,0
Panama,2001,1639,2656,87,0
Panama,2002,1842,2586.2,101.1,0
Panama,2003,1478,9487,205,0
Panama,2004,2751,7068,91,0
Panama,2005,13470.322,15607.541,18.101,0
Panama,2006,4000,36000,107.24,0
Canada,1980,33879,43.147,6.587,0.802
Canada,1981,7147,38.528,7.164,0.009
Canada,1982,17887,46.163,8.306,0.314
Canada,1983,23360.809,98.414,30.493,1.482
Canada,1984,5604,115.746,39.787,0.203
Canada,1985,3770.719,109.337,62.691,0.702
Canada,1986,8316.318,102.781,44.509,11.377
Canada,1987,26475.82,145.3,30.508,1.774
Canada,1988,25492.947,278.426,60.982,4.492
Canada,1989,3745.807,703.489,27.567,0.06
Canada,1990,16091.1,247.57,55.154,1.534
Canada,1991,7468,1249,99.37,5.142
Canada,1992,13722.283,4517,113.966,10.098
Canada,1993,93365.414,4469.46,153.9,3.684
Canada,1994,95630.953,8357.264,62.172,16.964
Canada,1995,149265.422,3597.73,106.439,1.431
Canada,1996,176673,3123.467,83,1.15
Canada,1997,50624,2090.031,95,11.925
Canada,1998,27299.994,562.99,22.501,61.31
Canada,1999,44541.026,1650.927,88.003,60.018
Canada,2000,70221.969,282.759,7.087,18.83
Canada,2001,6833.533,1673.477,73.979,27.307
Canada,2002,13278.116,179.524,3.295,12.714
Canada,2003,9888.928,472.17,5.077,30.08
Canada,2004,33777.366,3168.085,77.076,80.844
Canada,2005,56226,2524.213,83.007,163.371
Canada,2006,13154.075,2681.812,93.246,124.683
Mexico,1980,69873,29,33,78
Mexico,1981,156881,46,25,120
Mexico,1982,71174,399,8,65
Mexico,1983,68052,324,11,50
Mexico,1984,8560018,458,25,72
Mexico,1985,173448.5,2562.7,8.8,0
Mexico,1986,192806.703,5323.4,46.9,40.2
Mexico,1987,394542.5,9296.4,73.5,95
Mexico,1988,277529.313,15363,70.7,158.3
Mexico,1989,752511.25,39523.078,174.243,560.199
Mexico,1990,594778.563,49879.52,212.1,375.4
Mexico,1991,254957.438,50268.777,146.376,95.295
Mexico,1992,404553.031,38831.676,96.778,167.255
Mexico,1993,494664.813,45834.602,61.7,128.79
Mexico,1994,529933.276,22116.509,297.465,149.002
Mexico,1995,780169.06,22707.675,203.177,222.914
Mexico,1996,1015755.538,23833.204,363.457,196.421
Mexico,1997,1038470.414,34952.714,114.903,342.081
Mexico,1998,1062143.98,22597.072,120.896,149.64
Mexico,1999,1471959.958,34622.602,260.191,801.18
Mexico,2000,2050402.078,23195.942,299.102,469.445
Mexico,2001,1839357.121,29988.527,269.614,516.369
Mexico,2002,1633326.209,12639.009,282.692,309.902
Mexico,2003,2160309.136,21105.81,288.576,192.014
Mexico,2004,2164160.837,26843.602,302.391,463.667
Mexico,2005,1781063.572,30226.905,362.314,283.684
Mexico,2006,1892658.072,21336.646,334.631,105.533
United States of America,1980,2969685,3470.889,229.971,20
United States of America,1981,877810,1975,151,69
United States of America,1982,1276787,5666.648,275.986,120
United States of America,1983,814608.938,8901.731,300.372,16.087
United States of America,1984,1319700,11495.099,385.043,8.013
United States of America,1985,854050.75,25776.014,419.097,17.09
United States of America,1986,662852.25,45000,410.4,11.15
United States of America,1987,622690,56400,501.006,43.035
United States of America,1988,524946.875,102375,740.03,15.33
United States of America,1989,335945.375,130135.352,959.209,9.42
United States of America,1990,171738,84831,565,41
United States of America,1991,139672,120343,1376,232
United States of America,1992,345930,119770,1241,593
United States of America,1993,382849.5,110962.5,1423.4,1550.8
United States of America,1994,474971.813,129543,1293.6,0
United States of America,1995,627945.688,110842.203,1337.1,42.076
United States of America,1996,638661.313,128725.102,1366.3,61.925
United States of America,1997,684745.375,102000,1542,39.01
United States of America,1998,799000.875,117000,1580.7,0
United States of America,1999,1175373,132318,1200.013,68.97
United States of America,2000,218256.453,101214.919,1707.056,0
United States of America,2001,682574.1,106212.5,1983.7,24.5
United States of America,2002,1110525.4,101904.5,2765.6,95.779
United States of America,2003,1224429.6,117024.8,2380.9,201.722
United States of America,2004,1118041,165957,1843,401
United States of America,2005,1112007,174599,1727,549
United States of America,2006,1138832,146972,1725,300
Argentina,1980,430,44.693,0.002,0.422
Argentina,1981,155,26.882,0.001,0.249
Argentina,1982,290,19.414,0,31
Argentina,1983,470.652,73.589,0,0.3
Argentina,1984,745.691,141.779,0,0.04
Argentina,1985,27.19,160.056,0,0
Argentina,1986,1912.384,360.121,0,95.315
Argentina,1987,2125.986,612.709,0.005,0.577
Argentina,1988,2610.64,1098.642,0.002,0
Argentina,1989,1244.854,462.296,0.1,0.028
Argentina,1990,658.064,1009.478,0,0.082
Argentina,1991,1351,1275.68,0,0
Argentina,1992,3769.75,1210.05,0,0
Argentina,1993,2547.3,2041.96,0.69,0
Argentina,1994,2596.928,2236.412,0,0
Argentina,1995,5149.62,3416.08,0,0
Argentina,1996,8893.19,2451.25,0,0
Argentina,1997,13709.62,5192.57,38.58,0
Argentina,1998,10920.23,1766.9,31.04,0
Argentina,1999,18301.339,1660.776,7.962,0
Argentina,2000,25538.966,2351.359,47.664,0
Argentina,2001,33052.239,2286.858,84.683,0
Argentina,2002,44823.951,1638.281,32.296,0
Argentina,2003,58340.491,1992.708,175.784,0
Argentina,2004,54785.925,3114.773,16.095,0
Argentina,2005,36482.143,5502.568,31.004,0
Argentina,2006,66788.42,5894.702,32.012,0
Bolivia,1980,4,400,0,0
Bolivia,1981,0,0,0,0
Bolivia,1982,0,0,0,0
Bolivia,1983,22.662,1035.816,0,0
Bolivia,1984,102.817,972.117,0,0
Bolivia,1985,0,3261.565,0,0
Bolivia,1986,0,6587.402,0,0
Bolivia,1987,0,6787.801,0,0
Bolivia,1988,55.54,9796.401,0,0
Bolivia,1989,12,9800,0,0
Bolivia,1990,15.603,12404.915,0,0
Bolivia,1991,85650.5,8420,0,0
Bolivia,1992,0,10126.48,0,0
Bolivia,1993,0,9055.303,0,0
Bolivia,1994,144,10021,0,0
Bolivia,1995,12.942,8496.641,0,0
Bolivia,1996,175,11938,0,0
Bolivia,1997,3617,12325,0,0
Bolivia,1998,320,11346,0.76,0
Bolivia,1999,2160,7712,0,0
Bolivia,2000,3745,5599,0,0
Bolivia,2001,7055,4615,0,0
Bolivia,2002,8754,5103.03,0,0
Bolivia,2003,8509,12881,0,0
Bolivia,2004,28200,8700,0,0
Bolivia,2005,34557.447,11461.225,0,0
Bolivia,2006,125356,14088,0,0
Brazil,1980,88503,92.832,0,0
Brazil,1981,232587,98.496,0,0
Brazil,1982,363394,362.296,0,0
Brazil,1983,1037097.125,599.609,0,0
Brazil,1984,2650776,551.11,0.002,0
Brazil,1985,27.19,160.056,0,0
Brazil,1986,27058.133,973.635,0,0
Brazil,1987,21597.189,1340.503,0,0
Brazil,1988,19358.338,1484.814,0,0
Brazil,1989,8382.184,1523.769,0,0
Brazil,1990,9561,3017.084,0,0
Brazil,1991,7471.1,4071.792,0,0
Brazil,1992,18773,2300,0,0
Brazil,1993,0,6607.764,0,0
Brazil,1994,18836.545,12027.765,12.788,0
Brazil,1995,11730.796,5814.857,0.006,0
Brazil,1996,22430.588,4070.504,0,0
Brazil,1997,31828.432,4309.378,0,0
Brazil,1998,28982.492,6560.414,0.95,0
Brazil,1999,69171.506,7469.647,0,0
Brazil,2000,159073.232,5516.585,0,0
Brazil,2001,146279.636,9024.656,12.5,0
Brazil,2002,194080,9214.7,56.6,0
Brazil,2003,166254.292,9630.519,66.265,0
Brazil,2004,155392.46,8093.545,50.135,0
Brazil,2005,151632.474,16014.764,13.593,0
Brazil,2006,166780.24,14178.31,95.05,0
Chile,1980,2649,75.045,0,0
Chile,1981,3495,46.5,0,0
Chile,1982,6849,12.354,0,0
Chile,1983,8325,64.881,0,0
Chile,1984,8007.844,32.525,0,0
Chile,1985,10021.026,29.588,0,0
Chile,1986,12171.78,61.749,0,0
Chile,1987,16258.086,41.81,0,0
Chile,1988,33628,79.27,0,0
Chile,1989,5648.153,882.423,0,0
Chile,1990,5134.212,235.943,0,0
Chile,1991,24010.77,402.283,0,0.013
Chile,1992,738177,619,0,0
Chile,1993,78039.438,997,0,0
Chile,1994,1676.6,1226.452,0,0
Chile,1995,3788.305,2900.355,0,0
Chile,1996,912.634,2962.098,0,0
Chile,1997,784.43,2660.72,0,0
Chile,1998,2238.325,2952.471,0,0
Chile,1999,2105,2930,0,0
Chile,2000,3277.341,2076.1,21.088,0
Chile,2001,2418.496,2428.09,33.234,0
Chile,2002,8832.672,2262.311,13.649,0
Chile,2003,4620.464,2410.508,4.641,0
Chile,2004,4990.363,5265.759,14.225,0
Chile,2005,6437.649,5370.405,14.125,0
Chile,2006,4991.02,6789.545,5.945,0
Colombia,1980,743813,2111.3,0,0
Colombia,1981,3412975,694.162,0,0
Colombia,1982,3288879,651.458,0,0
Colombia,1983,7940452,18769.441,0,0
Colombia,1984,7194968.5,37559.395,0,0
Colombia,1985,1066778.25,8100.117,0,0
Colombia,1986,535224,10147,0,0
Colombia,1987,1299313.5,18482.021,2,0
Colombia,1988,927249,23135,0,0
Colombia,1989,707617,43251,0,0
Colombia,1990,653322,50748,0,0
Colombia,1991,329000,72630,0,6
Colombia,1992,205678,37764,48.084,107.146
Colombia,1993,548780,32200,44.301,281.27
Colombia,1994,207712,72244,95.399,128.019
Colombia,1995,206260,59030,145.023,144.163
Colombia,1996,238943,45779,80.772,102.772
Colombia,1997,178132,42044,129.735,121.55
Colombia,1998,70025,107891,239.154,99.95
Colombia,1999,69087,60512,584.2,32.68
Colombia,2000,75173,105006,567.2,16.63
Colombia,2001,86610,75087,787.6,3.74
Colombia,2002,76998,120579,776.87,110.27
Colombia,2003,134939,145601,628.82,27.18
Colombia,2004,152317.185,187808.37,766.733,57.42
Colombia,2005,128957.021,214521.09,761.09,1623.012
Colombia,2006,109629.036,181310.215,515.028,154.07
Ecuador,1980,101,157,0,0
Ecuador,1981,147,397.735,0,0
Ecuador,1982,92,404.496,0,0
Ecuador,1983,112.953,85.255,0,0
Ecuador,1984,67.676,84.788,0,0
Ecuador,1985,146.917,2837.966,0,0
Ecuador,1986,35.158,384.956,0,0
Ecuador,1987,197.62,170.132,0,0
Ecuador,1988,145.114,130.591,0,0
Ecuador,1989,236.19,454.6,0,0
Ecuador,1990,498.241,1245.263,0,0
Ecuador,1991,170.902,1164.379,0,0
Ecuador,1992,132.031,3892.014,3.251,0
Ecuador,1993,109.666,1195.235,25.141,0
Ecuador,1994,160.932,1789.941,2.321,0
Ecuador,1995,13946,4284.4,34.95,0
Ecuador,1996,175.24,9533.97,80.98,0
Ecuador,1997,224.206,3697.16,53.096,0
Ecuador,1998,17734.7,3854.2,58.3,0
Ecuador,1999,2977,10163.9,80.6,0
Ecuador,2000,18263,3308,108.1,0
Ecuador,2001,3079,12242,253.6,0
Ecuador,2002,1746,11212.3,352.2,0
Ecuador,2003,2673.4,6847.59,296.28,0
Ecuador,2004,624.08,4778.807,288.232,0
Ecuador,2005,522.831,43361.129,238.422,0
Ecuador,2006,1030.296,34249.095,233.421,0
French Guiana,1980,0,0,0,0
French Guiana,1981,0,0,0,0
French Guiana,1982,0,0,0,0
French Guiana,1983,0,0,0,0
French Guiana,1984,0,0,0,0
French Guiana,1985,0,0,0,0
French Guiana,1986,0,0,0,0
French Guiana,1987,0,0,0,0
French Guiana,1988,0,0,0,0
French Guiana,1989,0,0,0,0
French Guiana,1990,0,0,0,0
French Guiana,1991,0,0,0,0
French Guiana,1992,0,0,0,0
French Guiana,1993,0,0,0,0
French Guiana,1994,35,0,0,0
French Guiana,1995,0,64,0,0
French Guiana,1996,191,9,0,0
French Guiana,1997,123,213,0,0
French Guiana,1998,127,3,0,0
French Guiana,1999,134,446,0,0
French Guiana,2000,58,25,0,0
French Guiana,2001,0,0,0,0
French Guiana,2002,0,0,0,0
French Guiana,2003,89,74,0,0
French Guiana,2004,0,0,0,0
French Guiana,2005,0,0,0,0
French Guiana,2006,0,0,0,0
Guyana,1980,70,0,0,0
Guyana,1981,400,0,0,0
Guyana,1982,817,0,0,0
Guyana,1983,0,0,0,0
Guyana,1984,2159.136,1.669,0,0
Guyana,1985,6410,0.38,0,0
Guyana,1986,45695,8.043,0,0
Guyana,1987,2889,0,0,0
Guyana,1988,18,0,0,0
Guyana,1989,0,0,0,0
Guyana,1990,29,0,0,0
Guyana,1991,3127,7,0,0
Guyana,1992,0,0,0,0
Guyana,1993,15654.292,463.008,0,0
Guyana,1994,10995,76,0,0
Guyana,1995,1007.115,51.115,0,0
Guyana,1996,196.225,91.503,0,0
Guyana,1997,40,167,0,0
Guyana,1998,51,3222,0,0
Guyana,1999,3528,37,0,0
Guyana,2000,4387,164,0,0
Guyana,2001,243,73,0,0
Guyana,2002,0,0,0,0
Guyana,2003,380.336,277.719,0.6,0
Guyana,2004,461.456,155.08,0,0
Guyana,2005,995.844,48.667,0.13,0
Guyana,2006,0,0,0,0
Paraguay,1980,4.7,0.17,0,0
Paraguay,1981,9.25,0,0,0
Paraguay,1982,0,0,0,0
Paraguay,1983,0,0,0,0
Paraguay,1984,0,0,0,0
Paraguay,1985,1349248.125,46.1,0,0
Paraguay,1986,0,32.051,0,0
Paraguay,1987,0,0,0,0
Paraguay,1988,0,0,0,0
Paraguay,1989,0,0,0,0
Paraguay,1990,0,0,0,0
Paraguay,1991,4861,41.002,0,0
Paraguay,1992,52997,67.479,0,0
Paraguay,1993,11540.961,43.968,0,0
Paraguay,1994,12755.573,290,0,0
Paraguay,1995,97566.281,58.634,0,0
Paraguay,1996,43325.414,47.49,0,0
Paraguay,1997,17218.105,77.083,0,0
Paraguay,1998,80077.914,222.352,0,0
Paraguay,1999,199282.319,95.058,0,0
Paraguay,2000,51081,96,0,0
Paraguay,2001,94000,90,0,0
Paraguay,2002,48140.946,230.152,0,0
Paraguay,2003,76975.463,278.991,0,0
Paraguay,2004,25622.704,468.283,0,0
Paraguay,2005,66964.26,490.984,7.289,0
Paraguay,2006,58671,493,0,0
Peru,1980,415,4755.303,0,11
Peru,1981,409,5260.79,0,0
Peru,1982,547,3855.617,0,0
Peru,1983,518.222,7184.595,0,0
Peru,1984,450.697,1972.693,0,3.033
Peru,1985,149.479,3223.079,0,0
Peru,1986,366.46,50450.625,0,0
Peru,1987,139.435,40243,0,0
Peru,1988,345.407,36718.77,0,0
Peru,1989,432.003,9626.07,0,0
Peru,1990,492.65,34284.523,0,0
Peru,1991,375.082,7845.897,0,0
Peru,1992,119.369,7656.63,0,0
Peru,1993,423.811,8872.288,0,0
Peru,1994,404.21,10633.69,0,580.65
Peru,1995,6442.813,22660.852,0,23.809
Peru,1996,0,19694.666,0,0
Peru,1997,20910.326,8795.617,0,0
Peru,1998,19880.324,9936.968,0,11.528
Peru,1999,4055.732,11307.116,0,0
Peru,2000,1635.419,11847.611,2.186,0
Peru,2001,2601.446,9189.362,0.004,146.95
Peru,2002,2888.717,14568.175,15.793,244.753
Peru,2003,19275.553,7940.54,4.764,181.915
Peru,2004,1513.191,13650.083,0.912,450.783
Peru,2005,1158.5,22397.9,9,506
Peru,2006,1208.561,19452.717,1.706,104.546
Suriname,1980,0,0,0,0
Suriname,1981,0,0,0,0
Suriname,1982,0,0,0,0
Suriname,1983,0,0,0,0
Suriname,1984,0,0,0,0
Suriname,1985,0,0,0,0
Suriname,1986,0.4,4,0.4,0
Suriname,1987,0.1,0.075,0.103,0
Suriname,1988,0,0,0,0
Suriname,1989,0,204,0.4,0
Suriname,1990,0,0,0,0
Suriname,1991,0,0,0,0
Suriname,1992,0,0,0,0
Suriname,1993,0,0,0,0
Suriname,1994,39,219,0,0
Suriname,1995,41.732,63.616,0,0
Suriname,1996,42.916,1412.69,0,0
Suriname,1997,65,116.099,0,0
Suriname,1998,104.754,283.444,0.03,0
Suriname,1999,177,185,0,0
Suriname,2000,107,207,0,0
Suriname,2001,46,2253,0,0
Suriname,2002,205,340,0,0
Suriname,2003,119,814,0,0
Suriname,2004,197.3,750.4,0,0
Suriname,2005,169,1507,0,0
Suriname,2006,42,577,0,0
Uruguay,1980,0,0,0,0
Uruguay,1981,0,0,0,0
Uruguay,1982,0,0,0,0
Uruguay,1983,0,0,0,0
Uruguay,1984,0,0,0,0
Uruguay,1985,0,0,0,0
Uruguay,1986,18.1,7.4,0,0
Uruguay,1987,8.3,1.75,0,0
Uruguay,1988,35.8,6.7,0,0
Uruguay,1989,50.15,28.793,0,0
Uruguay,1990,5.961,2.069,0,0
Uruguay,1991,7.434,6.886,0,0
Uruguay,1992,55.292,3.156,0,0
Uruguay,1993,55.812,25.547,0,0
Uruguay,1994,30.996,19.451,0,0
Uruguay,1995,97.008,231.719,1.601,0
Uruguay,1996,269.675,84.793,0,0
Uruguay,1997,25601.006,27.968,0,0
Uruguay,1998,424.778,23.604,0,0
Uruguay,1999,493.783,18.698,0,0
Uruguay,2000,805.843,20.642,0,0
Uruguay,2001,1115.222,24.758,5.872,0
Uruguay,2002,899.704,43.013,7.2,0
Uruguay,2003,620.544,49.916,12.133,0
Uruguay,2004,1256.434,66.265,0,0
Uruguay,2005,969.66,103.267,15.569,0
Uruguay,2006,444.963,569.202,0,0
Venezuela (Bolivarian Republic of),1980,370,159.417,0,2
Venezuela (Bolivarian Republic of),1981,350,86.3,0,2
Venezuela (Bolivarian Republic of),1982,0,0,0,0
Venezuela (Bolivarian Republic of),1983,18.29,733.004,0,0
Venezuela (Bolivarian Republic of),1984,17844.006,1665.634,0,0
Venezuela (Bolivarian Republic of),1985,48377.094,1029.745,0,0
Venezuela (Bolivarian Republic of),1986,3618.986,154.921,0,0
Venezuela (Bolivarian Republic of),1987,1522.979,1889.239,3.5,0
Venezuela (Bolivarian Republic of),1988,45426.359,1058.806,0,0
Venezuela (Bolivarian Republic of),1989,45930.594,2747.055,0,0
Venezuela (Bolivarian Republic of),1990,64300,5665,0,0
Venezuela (Bolivarian Republic of),1991,1107.916,10129.453,0,0
Venezuela (Bolivarian Republic of),1992,3254,5245,5,0
Venezuela (Bolivarian Republic of),1993,526.23,2865.781,12.686,0
Venezuela (Bolivarian Republic of),1994,9988.527,6034.99,14.59,0
Venezuela (Bolivarian Republic of),1995,13684.607,6650.185,80.945,0
Venezuela (Bolivarian Republic of),1996,2983.943,5906.451,56.002,0
Venezuela (Bolivarian Republic of),1997,8003.185,16741,16.086,0
Venezuela (Bolivarian Republic of),1998,4500,8159,31.291,0
Venezuela (Bolivarian Republic of),1999,13055.778,12407.743,41.514,0
Venezuela (Bolivarian Republic of),2000,14999.634,14771.322,195.58,0
Venezuela (Bolivarian Republic of),2001,14431.8,13391.55,228.43,0
Venezuela (Bolivarian Republic of),2002,20919.61,17790,562.95,0
Venezuela (Bolivarian Republic of),2003,9588.9,32249.1,443.46,0
Venezuela (Bolivarian Republic of),2004,11310.53,31222.1,658,0
Venezuela (Bolivarian Republic of),2005,18279.725,58435.835,394.245,0
Venezuela (Bolivarian Republic of),2006,21302.29,38938.54,270.97,0
Armenia,1980,0,0,0,0
Armenia,1981,0,0,0,0
Armenia,1982,0,0,0,0
Armenia,1983,0,0,0,0
Armenia,1984,0,0,0,0
Armenia,1985,0,0,0,0
Armenia,1986,0,0,0,0
Armenia,1987,0,0,0,0
Armenia,1988,0,0,0,0
Armenia,1989,0,0,0,0
